Class Index,Title,Description,DescNamedEntityCount,TitleDescSimilarity,AvgTitleWordLength,TitleWordCount,TitleCharCount,DescAvgWordLength,DescWordCount,DescCharCount,TitleNegSentiment,TitleNeuSentiment,TitlePosSentiment,TitleCompoundSentiment,DescNegSentiment,DescNeuSentiment,DescPosSentiment,DescCompoundSentiment,UppercaseWordCount,TFIDFTopWords,ZeroShotScoreBusiness,ZeroShotScoreWorld,ZeroShotScoreSci/Tech,ZeroShotScoreSports
3,"Apology, refund from cruise line","In a move almost unheard of in its industry, Norwegian Cruise Line has apologized for service problems during the Pride of Aloha #39;s first two months of sailing around Hawaii, and is refunding a portion of the service charge to everyone who has cruised on ",5,0.6833243,5.6,5,32,4.733333333,45,258,0,0.769,0.231,0.0516,0.057,0.844,0.099,0.25,1,"['cruise', 'line', 'service', 'sailing', 'refund']",0.40921539068222046,0.098902471,0.3632368743419647,0.12864524126052856
2,Smith saves United,"LONDON, Aug. 28. - Alan Smith scored a late equaliser for Manchester United today as the side tied 1-1 at Blackburn. Sir Alex Fergusons side looked headed for their second Premier League defeat of the ",8,0.58180785,5.333333333,3,18,4.742857143,35,201,0,0.417,0.583,0.4215,0.082,0.842,0.076,-0.0516,2,"['smith', 'side', 'equaliser', 'united', 'saves']",0.062203310430049896,0.28561288118362427,0.18806159496307373,0.4641222357749939
1,Sunday: A fierce battle between US forces and Shiite militants &lt;b&gt;...&lt;/b&gt;,Tuesday: A Shiite insurgency appeared to be weakening as Iraqi forces moved to within 200 yards of the Imam Ali Shrine. Wednesday: Iraq #39;s top Shiite cleric returned home with a peace initiative demanding an end to the fighting in Najaf.,10,0.5808371,6.818181818,11,85,4.87804878,41,240,0.224,0.776,0,-0.3818,0.146,0.739,0.115,-0.1027,5,"['shiite', 'forces', 'weakening', 'imam', 'lt']",0.1099710464477539,0.5216302275657654,0.2927142381668091,0.075684428
1,Terror is below radar in Russia,It took 2 days for Russia #39;s security service to announce what virtually everyone else believed from the moment two domestic passenger airlines plunged to earth simultaneously ,4,0.33495235,4.333333333,6,31,5.62962963,27,179,0.405,0.595,0,-0.5267,0,0.912,0.088,0.34,2,"['russia', 'simultaneously', 'radar', 'virtually', 'plunged']",0.16708184778690338,0.19798646867275238,0.5320843458175659,0.10284730046987534
1,Australian PM calls election on Oct. 9,Australian Prime Minister John Howard on Sunday announced that the next federal election will be held on October 9. He told a press conference here that voters will decide ,4,0.7263117,4.571428571,7,38,4.931034483,29,172,0,1,0,0,0,1,0,0,4,"['australian', 'election', 'decide', 'howard', 'voters']",0.21653106808662415,0.4521002471446991,0.24924808740615845,0.082120553
2,We owe Athens an apology,"ATHENS -- The Games of the XXVIII Olympiad -- the great disaster that wasn #39;t -- come to an emotional end this afternoon and, really, the world owes Athens an apology.",4,0.6243745,4,5,24,4.516129032,31,170,0,0.769,0.231,0.0516,0.108,0.711,0.182,0.2023,2,"['apology', 'athens', 'owe', 'an', 'owes']",0.005176668,0.6873342394828796,0.018923584,0.2885654866695404
2,Legendary double for El Guerrouj,"In a historic 5,000-meter race, Hicham El Guerrouj of Morocco, who won gold at 1,500 meters last week, outkicked Kenenisa Bekele of Ethiopia in ",7,0.36473715,5.6,5,32,5,24,144,0,1,0,0,0,0.856,0.144,0.5719,3,"['guerrouj', 'el', 'bekele', 'hicham', 'ethiopia']",0.0208531,0.15595471858978271,0.073066764,0.7501254677772522
2,Hamm not looking back,"Controversial Olympic gold medalist Paul Hamm is back in the United States and ready to move on. Hamm, in Worcester for the Rock  amp; Roll ",3,0.5915719,4.5,4,21,4.56,25,140,0,1,0,0,0.062,0.756,0.182,0.5423,1,"['hamm', 'worcester', 'back', 'medalist', 'roll']",0.024231109768152237,0.1699528992176056,0.073720984,0.7320950031280518
3,Northwest fee increase has agents crying foul,The airline said it will begin paying only \$5 of the \$12.50 cost of booking a Northwest ticket through a global distribution system such as Sabre or Galileo starting Wednesday.,4,0.38655192,5.571428571,7,45,4.966666667,30,178,0.298,0.481,0.221,-0.2023,0,1,0,0,1,"['northwest', 'sabre', 'crying', 'booking', 'foul']",0.39349958300590515,0.22892430424690247,0.24933992326259613,0.12823617458343506
2,Sanderson doesn't let gold out of his grasp,"ATHENS -- Cael Sanderson didn't look too comfortable on the medal stand last night. As the national anthem was played, he went from taking the winners' wreath off his head to putting it back on, to taking it off again and holding it across his chest.",2,0.4655913,4.5,8,43,4.456521739,46,250,0,1,0,0,0.051,0.788,0.161,0.7094,1,"['sanderson', 'taking', 'wreath', 'his', 'grasp']",0.041582216,0.1532231569290161,0.10373067110776901,0.701464057
1,"Chechens Vote for New Leader, 'Bomber' Kills Self"," ZNAMENSKOYE, Russia (Reuters) - Chechens voted Sunday for a  new president in a tense election, but many doubted the  Moscow-backed police officer who was set to win would manage to  stamp out rebellion in the turbulent region.",5,0.55029505,5.25,8,49,5.081081081,37,228,0.333,0.667,0,-0.5423,0.148,0.726,0.126,0.2732,7,"['chechens', 'doubted', 'turbulent', 'rebellion', 'tense']",0.12603417038917542,0.38055548071861267,0.34595274925231934,0.14745759963989258
2,US Sprinter Pulled From Relay for Marijuana Violation,"Less than two hours before the Olympic men #39;s 400-meter relay semifinal on Friday, the United States Coach George Williams pulled John Capel from the race after being told by ",7,0.44823956,5.75,8,53,4.933333333,30,178,0.314,0.686,0,-0.4939,0,0.912,0.088,0.4215,8,"['relay', 'pulled', 'marijuana', 'violation', 'sprinter']",0.015825334936380386,0.098875478,0.088797115,0.7965020537376404
1,Five facts about France #39;s Muslim headscarf ban,"- The French parliament passed the law in March to ban  quot;conspicuous symbols quot; of faith from its state school system. Guidelines for applying the law identified Muslim headscarves, Jewish skullcaps and large ",4,0.7289225,5.375,8,50,5.515151515,33,216,0.34,0.66,0,-0.5574,0.099,0.824,0.077,-0.2023,3,"['ban', 'muslim', 'law', 'symbols', 'headscarf']",0.16644179821014404,0.4915739595890045,0.28376150131225586,0.05822276
1,Saboteurs Blow Up Oil Pipeline in Iraq (AP),"AP - Saboteurs blew up a pipeline in southern Iraq on Sunday in the latest attack targeting the country's crucial oil industry, a senior oil official said.",3,0.88460845,4.5,8,43,4.777777778,27,155,0,1,0,0,0.119,0.881,0,-0.4767,8,"['saboteurs', 'pipeline', 'oil', 'iraq', 'blew']",0.20546765625476837,0.4920947551727295,0.2524665296077728,0.049971011
1,"Vote near, Saudis push to modernize","RIYADH, Saudi Arabia -- Even as Saudi Arabia struggles internally with violent extremists and externally with its image as the country that produced most of the attackers of Sept. 11, 2001, the desert kingdom's rulers are moving on multiple fronts to modernize and moderate their nation.",4,0.59591174,5,6,35,5.260869565,46,287,0,1,0,0,0.194,0.806,0,-0.885,2,"['modernize', 'arabia', 'saudi', 'internally', 'rulers']",0.10568995028734207,0.4481655955314636,0.3549584746360779,0.091185927
1,"French Govt., Muslims Appeal for Reporters' Release", PARIS (Reuters) - France's government and leaders of its  Muslim minority urged Iraqi militants Sunday to free two French  journalists they were holding hostage in a bid to force Paris  to revoke its ban on Muslim headscarves in schools.,10,0.61792374,6.428571429,7,51,5.025641026,39,238,0,1,0,0,0.086,0.835,0.079,-0.0772,6,"['muslim', 'paris', 'french', 'revoke', 'headscarves']",0.12489081174135208,0.43423354625701904,0.3238644599914551,0.1170111671090126
1,"Spilled Oil, Gas Ignite in Iraq's South Rumaila Field"," BASRA, Iraq (Reuters) - Oil and gas spilled during recent  sabotage attacks on Iraq's southern oil pipelines ignited  Sunday and firefighters battled to douse the flames.",5,0.6803833,5,9,53,5.5,26,171,0,1,0,0,0.279,0.721,0,-0.8176,8,"['spilled', 'iraq', 'oil', 'gas', 'firefighters']",0.17863808572292328,0.3328363597393036,0.40541622042655945,0.083109349
1,"Conn. Man, 70, Oldest to Swim Channel","LONDON - A retired Connecticut pilot has become the oldest person to swim the English Channel. George Brunstad, 70, left Dover, England, Saturday morning heading for the French Coast...",10,0.5948552,4.428571429,7,37,5.413793103,29,185,0,1,0,0,0,1,0,0,5,"['swim', 'oldest', 'channel', '70', 'dover']",0.12973728775978088,0.3754085600376129,0.23600861430168152,0.2588455379009247
2,Schumacher Clinches Seventh Season Title (AP),"AP - Michael Schumacher clinched an unprecedented seventh Formula One drivers' title at the Belgian Grand Prix on Sunday, despite not winning for just the second time in 14 races this season.",9,0.76720166,6.666666667,6,45,5,32,191,0,1,0,0,0,0.845,0.155,0.6502,7,"['schumacher', 'seventh', 'title', 'clinches', 'season']",0.035484664142131805,0.24411684274673462,0.080720745,0.6396777629852295
3,US Bells Do Video on Path Blazed by Small Telcos,The three largest US local telephone corporations made a splash this summer with plans to sell video services on their voice and data lines in a few years.,4,0.3990915,3.9,10,48,4.571428571,28,155,0,1,0,0,0,1,0,0,9,"['video', 'telcos', 'splash', 'bells', 'corporations']",0.5201444029808044,0.15734055638313293,0.2560235261917114,0.066491477
3,SEC gives a slap on the wrist,"After last week #39;s settlement with San Francisco investment adviser Garrett Van Wagoner, you have to wonder how serious the Securities and Exchange Commission is about protecting mutual fund shareholders.",5,0.23094426,3.285714286,7,29,5.933333333,30,207,0,0.758,0.242,0.1531,0.041,0.889,0.07,0.2263,3,"['slap', 'wrist', 'adviser', 'protecting', 'wonder']",0.44491830468177795,0.31934720277786255,0.15283562242984772,0.082898892
2,Helm #39;s perfect 10,And the two-and-a-half back somersaults with one and a half twists in a pike position turned out to be his ticket to a silver medal.,2,0.17178385,4.5,4,21,4.32,25,132,0,0.448,0.552,0.5719,0,0.871,0.129,0.4767,1,"['half', 'twists', 'helm', 'ticket', 'silver']",0.029623413,0.083057448,0.11426287889480591,0.7730562686920166
1,Tropical Storm Slams Into Coastal S.C.,"CHARLESTON, S.C. - Tropical Storm Gaston blasted the South Carolina coast with rain and near-hurricane strength wind early Sunday, flooding roads and knocking out power to at least 75,000 homes...",5,0.59367687,5.5,6,38,5.566666667,30,196,0,1,0,0,0,0.897,0.103,0.4939,7,"['tropical', 'storm', 'gaston', 'charleston', 'knocking']",0.18062752485275269,0.3496372401714325,0.35353168845176697,0.11620355397462845
4,Our mobile margins will fall: Telstra,TELSTRA chief financial officer John Stanhope has admitted Telstra #39;s margins in its \$4.5 billion a year mobile phone business will shrink this year in the face of increased price competition and the growing cost of acquiring new customers.,5,0.7128248,5.333333333,6,37,5.282051282,39,244,0,1,0,0,0,0.871,0.129,0.4939,2,"['telstra', 'margins', 'mobile', 'shrink', 'acquiring']",0.6398624181747437,0.14398124814033508,0.18242700397968292,0.033729281
2,UPDATE 1-Thompson earns Celtic a record win over Rangers,Scottish champions Celtic secured a record seventh successive win over Glasgow rivals Rangers on Sunday with a 1-0 victory courtesy of midfielder Alan Thompson #39;s venomous late strike.,8,0.7204322,5.333333333,9,56,5.714285714,28,187,0,0.648,0.352,0.5859,0.042,0.556,0.403,0.9186,9,"['thompson', 'celtic', 'rangers', 'record', 'courtesy']",0.091471545,0.28176456689834595,0.16937312483787537,0.4573907256126404
1,Pakistan not for open-ended arms race: spokesman,"A Pakistani Foreign Office spokesman Sunday said Islamabad does not favor an open-ended arms race in South Asia, according to the official Associated Press of Pakistan (APP).",7,0.75799716,6,7,48,5.481481481,27,174,0,1,0,0,0.083,0.917,0,-0.3089,1,"['arms', 'spokesman', 'ended', 'pakistan', 'race']",0.18565428256988525,0.261521578,0.47845274209976196,0.074371368
2,"Montgomerie, Donald named as Ryder Cup wildcards",European Ryder Cup captain Bernhard Langer named Britons Colin Montgomerie and Luke Donald as his wildcard picks on Sunday for next month #39;s match against the United States.,8,0.7689984,6,7,48,5.321428571,28,176,0,1,0,0,0,0.906,0.094,0.4215,4,"['montgomerie', 'donald', 'ryder', 'named', 'cup']",0.065018468,0.18738867342472076,0.11501922458410263,0.6325736045837402
2,Arsenal #39;s winning ways a joy,"Legendary Nottingham Forest manager Brian Clough said last week that losing Forest #39;s 42-game unbeaten record to Arsenal stuck in the craw  quot;because nobody likes them quot;, but surely that is not true.",6,0.377788,4.5,6,32,5.333333333,33,209,0,0.294,0.706,0.802,0.157,0.699,0.144,0.1159,1,"['forest', 'arsenal', 'clough', 'surely', 'nottingham']",0.057475291192531586,0.28325584530830383,0.10361026972532272,0.5556585788726807
1,Thousands Hit NYC Streets; Cheney Arrives,"NEW YORK - Tens of thousands of demonstrators marched past the Madison Square Garden site of the Republican National Convention on Sunday, chanting, blowing whistles and carrying anti-war banners as delegates gathered to nominate President Bush for a second term.    On the eve of the convention, the demonstrators packed the street from sidewalk to sidewalk for 20 blocks as they slowly filed past...",8,0.41943756,6,6,41,5.333333333,63,401,0,1,0,0,0.031,0.969,0,-0.2263,8,"['demonstrators', 'convention', 'thousands', 'past', 'whistles']",0.14117927849292755,0.5044863820075989,0.28002065420150757,0.074313574
4,Windows Tip: Scheduled Tasks written by Greg Melton on Monday &lt;b&gt;...&lt;/b&gt;,"If you always forget to scan for viruses, update virus protection, run Disk Defragmenter, or run any other system tool, look to the Task Scheduler for help.",2,0.29620004,6.727272727,11,84,4.814814815,27,156,0,1,0,0,0.064,0.845,0.091,0.2023,7,"['run', 'tasks', 'scan', 'greg', 'lt']",0.21170379221439362,0.36116358637809753,0.26083558797836304,0.16629698872566223
1,Sudan peace talks resume,Peace talks between Darfur rebels and the Sudanese Government have resumed after a 24-hour boycott by rebels who accused Khartoum of violating a ceasefire by killing 75 civilians in six villages.,6,0.7386177,5.25,4,24,5.322580645,31,195,0,0.462,0.538,0.5423,0.386,0.53,0.084,-0.8885,1,"['rebels', 'peace', 'talks', 'villages', 'ceasefire']",0.070279434,0.5312418341636658,0.32258230447769165,0.07589642
1,Dyke reopens WMD row,"Former BBC chief Greg Dyke has reopened the row over Tony Blair #39;s decision to go to war with Iraq. Dyke was forced to resign from his post, along with former BBC chairman Gavyn Davies, last January after Lord ",9,0.667459,4.25,4,20,4.461538462,39,213,0,1,0,0,0.205,0.795,0,-0.8519,4,"['bbc', 'row', 'reopens', 'davies', 'wmd']",0.1117975115776062,0.5827212929725647,0.2510453760623932,0.054435827
1,Moderate Republicans Criticize Bush (AP),"AP - A group of moderate Republicans, many long out of office, called on President Bush and the Republican party to ""come back to the mainstream"" on the eve of the Republican National Convention.",5,0.5742695,7.2,5,40,4.764705882,34,195,0.394,0.606,0,-0.3818,0,0.92,0.08,0.4019,6,"['moderate', 'republicans', 'republican', 'bush', 'criticize']",0.11842618137598038,0.526725709,0.2301633208990097,0.12468477338552475
2,Closing Ceremonies,Host city Athens bid a final farewell to the athletes and guests of the 2004 Summer Games with a spectacular party under a full moon.,3,0.32696423,8.5,2,18,4.36,25,133,0,1,0,0,0,0.886,0.114,0.4019,2,"['ceremonies', 'guests', 'farewell', 'spectacular', 'athletes']",0.034042440354824066,0.14340537786483765,0.085627772,0.7369243502616882
4,China launches science satellite,"China launched an experimental satellite into orbit Sunday, atop a Long March 2C carrier rocket; reported Xinhua, China #39;s government-run news agency.",6,0.7591264,7.25,4,32,6,22,153,0,1,0,0,0,0.93,0.07,0.128,1,"['china', 'satellite', 'xinhua', 'experimental', 'atop']",0.065109946,0.3621310293674469,0.5341482162475586,0.038610835
2,Sheffield day to day with sprained left ankle,New York Yankees right fielder Gary Sheffield missed Sunday #39;s against the Toronto Blue Jays with a sprained left ankle. Sheffield is listed as day to day.,5,0.6753127,4.75,8,45,4.888888889,27,158,0,1,0,0,0.081,0.919,0,-0.296,1,"['sheffield', 'day', 'sprained', 'ankle', 'left']",0.039563622,0.15487512946128845,0.12515926361083984,0.6804019808769226
1,PM Hails Successful Launch Of Agni II,"NEW DELHI, AUG 29: Prime Minister Manmohan Singh on Sunday congratulated the scientists and engineers for the successful launch of the Agni II missile.",5,0.66716516,4.428571429,7,37,5.333333333,24,151,0,0.612,0.388,0.5859,0,0.858,0.142,0.5859,9,"['agni', 'ii', 'successful', 'launch', 'congratulated']",0.053182613,0.2663200795650482,0.640787661,0.039709672
2,Italian Wins Marathon... US Finishes Second,Italian Stefano Baldini has won the men #39;s marathon in a time of 2:10:54. Naturalized American Meb Keflezighi was a surprise runnerup with Brazil #39;s Vanderlei Lima finishing third.,8,0.66008157,6.333333333,6,43,5.448275862,29,186,0,0.575,0.425,0.5719,0,0.812,0.188,0.7003,7,"['marathon', 'italian', 'keflezighi', 'stefano', 'baldini']",0.02761226,0.095524669,0.049355309,0.8275077939033508
2,Warner Will Start for Giants in Opener,"Eli Manning remains the New York Giants' quarterback of the future. For now, the job belongs to Kurt Warner.",3,0.5389527,4.571428571,7,38,4.736842105,19,108,0,1,0,0,0,1,0,0,5,"['warner', 'giants', 'belongs', 'kurt', 'eli']",0.065514244,0.1553269773721695,0.088962875,0.6901958584785461
2,A  #39;new Greece #39; beams after success of Games,"As Greeks get a boost, it remains unclear if success will mean higher stature in Europe. By Peter Ford  Staff writer of The Christian Science Monitor.",4,0.3763671,4.666666667,9,51,4.769230769,26,150,0,0.654,0.346,0.5719,0.066,0.724,0.211,0.6597,3,"['success', 'beams', 'stature', 'greeks', 'unclear']",0.056250493973493576,0.1834014505147934,0.18029135465621948,0.5800567269325256
2,Jimenez wins BMW Open with final-round 66,"Spain #39;s Miguel Angel Jimenez won the BMW Open, his fourth title on the European tour this season, and Colin Montgomerie was one of six golfers to claim Ryder Cup berths Sunday.",11,0.58619076,5,7,41,4.65625,32,180,0,0.619,0.381,0.5719,0,0.893,0.107,0.5719,5,"['jimenez', 'bmw', 'berths', 'open', 'golfers']",0.079014443,0.17830167710781097,0.10593688488006592,0.6367469429969788
2,Jays power up to take finale,"Contrary to popular belief, the power never really snapped back at SkyDome on Sunday. The lights came on after an hour delay, but it took some extra time for the batting orders to provide some extra wattage.",2,0.3696084,3.833333333,6,28,4.621621622,37,207,0,1,0,0,0.043,0.908,0.049,0.0644,1,"['extra', 'power', 'skydome', 'contrary', 'some']",0.11935681849718094,0.10757528245449066,0.14575853943824768,0.6273093223571777
2,"Hewitt, Davenport Top US Open Standings (AP)","AP - Lleyton Hewitt and Lindsay Davenport could earn up to  #36;500,000 extra at the U.S. Open because they finished atop the inaugural US Open Series standings.",6,0.7104195,5.428571429,7,44,4.962962963,27,161,0,0.769,0.231,0.2023,0,1,0,0,9,"['davenport', 'standings', 'hewitt', 'open', 'lindsay']",0.052392322570085526,0.15982860326766968,0.093272395,0.6945067048072815
4,Microsoft revamps its plans for Longhorn,Microsoft is shaking up its plans for the next version of Windows to get the software off the drawing board and into PCs by the end of 2006.,3,0.54697114,5.833333333,6,40,4.035714286,28,140,0,1,0,0,0.059,0.941,0,-0.1779,2,"['revamps', 'plans', 'microsoft', 'shaking', 'drawing']",0.2869707942008972,0.23147256672382355,0.37050893902778625,0.11104774475097656
1,SEVEN KILLED IN KABUL BLOODSHED,At least seven people have been killed in a bomb blast in central Kabul - the second deadly explosion in Afghanistan over the weekend.,5,0.76585066,5.4,5,31,4.625,24,134,0.529,0.471,0,-0.6705,0.278,0.722,0,-0.8271,27,"['kabul', 'seven', 'killed', 'bloodshed', 'deadly']",0.077554218,0.6330462098121643,0.2038978636264801,0.085501738
3,"Canada, US fail to resolve beef trade dispute","Canada and the United States have failed to reach an agreement on resuming US imports of Canadian live cattle, local press reported Sunday.",5,0.7363817,4.75,8,45,5.086956522,23,139,0.449,0.362,0.188,-0.5574,0.112,0.646,0.241,0.4215,3,"['canada', 'cattle', 'resuming', 'beef', 'fail']",0.3240458071231842,0.36392632126808167,0.23762434720993042,0.074403547
2,Angels' Glaus Activated From DL (AP),AP - Troy Glaus was activated from the 60-day disabled list Sunday by the Anaheim Angels and was back in the lineup against the Minnesota Twins.,4,0.67001057,5.166666667,6,36,4.576923077,26,144,0,1,0,0,0,1,0,0,8,"['glaus', 'activated', 'angels', 'dl', 'disabled']",0.052829951,0.12511631846427917,0.12891986966133118,0.6931339502334595
2,"Ankiel solid in rehab start, unsure about future","More that three years since he threw his last pitch for the St. Louis Cardinals, Ankiel gave up one unearned run and one hit in six innings Sunday for Triple-A Memphis in what could be his final start in the minors.",7,0.38542783,5.125,8,48,4.268292683,41,215,0.208,0.625,0.167,-0.1027,0,1,0,0,1,"['rehab', 'start', 'unsure', 'minors', 'memphis']",0.097115211,0.18368154764175415,0.17362384498119354,0.5455794334411621
3,GOP Jamboree May Give Stocks Brief Lift," NEW YORK (Reuters) - Fasten your seatbelts. The Republicans  are in town. If things go smoothly at the Republican National  Convention, the stock market could get a brief boost this week,  experts say.",5,0.39098933,4.714285714,7,39,5.03030303,33,202,0,1,0,0,0,0.917,0.083,0.4019,9,"['brief', 'smoothly', 'gop', 'republicans', 'convention']",0.38952508568763733,0.3439512252807617,0.17162832617759705,0.094895363
3,"Tokyo Stocks Flat, Focus on Data", TOKYO (Reuters) - Japanese stocks were flat in mid-morning  trade on Monday with confidence in the domestic economic  outlook failing to offset profit-taking that hit recent gainers  such as insurers and real estate stocks.,5,0.7216968,4.5,6,32,5.5,34,224,0,1,0,0,0.088,0.824,0.088,0,5,"['stocks', 'flat', 'tokyo', 'gainers', 'estate']",0.42646801471710205,0.26082533597946167,0.1701640486717224,0.14254263043403625
4,China Launches Mapping Satellite (AP),"AP - China on Sunday launched a satellite that will carry out land surveying and other scientific projects for several days and return to Earth, government media reported.",4,0.8305563,6.6,5,37,5.142857143,28,171,0,1,0,0,0,0.943,0.057,0.128,6,"['satellite', 'china', 'mapping', 'projects', 'scientific']",0.084916726,0.38515105843544006,0.459605873,0.070326373
3,"Federal-Mogul May Sell Turner  amp; Newall Assets, Independent Says","Federal-Mogul Corp., the bankrupt US engineering company, may sell its UK-based Turner  amp; Newall Plc after the UK division #39;s independent pension trustee rejected a \$130 million cash offer ",8,0.74151784,6.444444444,9,67,5.724137931,29,196,0,0.825,0.175,0.1779,0.204,0.737,0.059,-0.7096,9,"['mogul', 'turner', 'independent', 'sell', 'uk']",0.6346560120582581,0.1763492077589035,0.14397865533828735,0.045016117
1,GI #39;s in Talks With Rebels of Sadr Stronghold in Baghdad,The American military met for five hours on Sunday with representatives of the rebellious cleric Moktada al-Sadr in the volatile Baghdad Shiite neighborhood of Sadr ,7,0.51253337,4.454545455,11,59,5.6,25,165,0.146,0.732,0.122,-0.0772,0.084,0.916,0,-0.296,8,"['sadr', 'baghdad', 'rebellious', 'moktada', 'neighborhood']",0.090591811,0.38034534454345703,0.472317636,0.056745257
1,"Allawi Meets Militants, Pushes Amnesty","Iraq's interim prime minister said that he had held private meetings with representatives of insurgent groups from Fallujah, Ramadi and Samarra to  persuade them to accept a government amnesty offer.",4,0.4316004,6.8,5,38,5.633333333,30,199,0,1,0,0,0,0.915,0.085,0.3818,5,"['amnesty', 'ramadi', 'samarra', 'persuade', 'meetings']",0.084838234,0.5466774702072144,0.28345510363578796,0.085029192
2,"El Guerrouj, Holmes book spots in Olympic Pantheon",Britain #39;s Kelly Holmes and Morocco #39;s Hicham El Guerrouj earned their places among Olympic athletic legends here on Saturday as they won their second golds of the Games.,7,0.5615888,5.375,8,50,5.103448276,29,176,0,1,0,0,0,0.883,0.117,0.5719,5,"['guerrouj', 'holmes', 'el', 'olympic', 'legends']",0.010217984206974506,0.068765923,0.046155013144016266,0.8748610019683838
2,Beijing gears up for 2008,"Although the Beijing Olympics is still four years away, the Chinese capital is already gearing up to host the event. The city of over 12 million is refurbishing ancient landmarks in ",4,0.5365215,4.2,5,25,4.870967742,31,182,0,1,0,0,0,1,0,0,1,"['beijing', 'gears', 'gearing', 'is', '2008']",0.067439198,0.19237254559993744,0.16287089884281158,0.5773173570632935
2,Warner Gets the Nod,The first pick in the NFL draft last April will be the first QB off the bench for the Giants as Eli Manning lost the competition for the starting job to veteran Kurt Warner.,8,0.35083252,4,4,19,4.117647059,34,173,0,1,0,0,0.065,0.935,0,-0.3182,3,"['warner', 'the', 'nod', 'kurt', 'bench']",0.042051423,0.10059912502765656,0.048886630684137344,0.8084627985954285
2,"New Namath Book Is Fact, Not Fiction","If you read the recent excerpt of ""Namath"" in Sports Illustrated and were put off by the apparent focus on the iconic Broadway Joe's personal life, be comforted in the knowledge that Mark Kriegel's 441-page biography includes plenty of football, too. The book is exhaustively researched and includes telling anecdotes from Beaver Falls, Pa., to Tuscaloosa, Ala., to New York.",9,0.41826206,4.285714286,7,36,5.266666667,60,375,0,1,0,0,0.027,0.928,0.045,0.2732,7,"['book', 'includes', 'broadway', 'illustrated', 'beaver']",0.067253791,0.097895056,0.1152074858546257,0.7196435928344727
2,"Mr. Chang, Strike a Pose","Halfway around the world, standing virtually in the middle of the Pacific Ocean, the incomparable Timmy Chang is just days away from throwing his first pass of the season. From my tattered sofa, I will be watching him. I want you to watch him, too.",5,0.41927275,4,5,24,4.533333333,45,248,0.333,0.667,0,-0.128,0,0.97,0.03,0.0772,4,"['chang', 'him', 'halfway', 'pose', 'virtually']",0.031698409,0.29872703552246094,0.08023297,0.5893415808677673
2,ROGER #39;S READY,Roger Federer says he #39;s ready to erase the image as being too soft to win in New York. The world #39;s No. 1 player from Switzerland has played three US Opens and lost in the fourth round each time.,8,0.36466673,5,3,17,4.075,40,202,0,0.444,0.556,0.3612,0.095,0.72,0.184,0.6369,11,"['roger', 'ready', 'erase', 'switzerland', 'federer']",0.026216255500912666,0.3823196291923523,0.056964751332998276,0.5344993472099304
3,Still no beef resolution after latest talks,"NEW YORK, (Aug. 30, 2004) - Cattle farmers and haulers finally looking for a quick end to a 15-month ban on live cattle exports to the US are out of luck after Canadian Agriculture Minister Andy Mitchell ",6,0.3436322,5.285714286,7,43,4.513513514,37,204,0.268,0.732,0,-0.296,0.093,0.829,0.078,-0.1531,1,"['cattle', 'mitchell', 'luck', 'agriculture', 'beef']",0.41742873191833496,0.2535683512687683,0.25694897770881653,0.072053917
3,"For Now, Unwired Means Unlisted. That May Change.","In October, most major cellphone carriers plan to start compiling a publicly accessible listing of wireless phone numbers.",1,0.1467827,5.25,8,49,5.833333333,18,122,0,1,0,0,0,1,0,0,8,"['accessible', 'listing', 'cellphone', 'publicly', 'carriers']",0.23567329347133636,0.3385007977485657,0.3292102515697479,0.09661562
2,Women #39;s basketball team finds special place in Chancellor #39;s heart,"The medal ceremony had ended. Van Chancellor had already shed a few tears, but he had held his emotions together through all the hugs and dancing, even through the victory ",0,0.22955361,5.727272727,11,73,4.733333333,30,172,0,0.787,0.213,0.4019,0.043,0.769,0.188,0.7096,2,"['chancellor', 'had', 'through', 'hugs', 'dancing']",0.00449115,0.080592088,0.017788833007216454,0.8971279263496399
1,New Pakistan cabinet may be sworn in today,"Islamabad, :A new Cabinet in Pakistan is likely to be sworn in on Monday, two days after Finance Minister Shaukat Aziz was made the country #39;s 23rd Prime Minister.",8,0.8959291,4.375,8,42,4.75862069,29,166,0,1,0,0,0,1,0,0,2,"['sworn', 'cabinet', 'pakistan', '23rd', 'minister']",0.2952788770198822,0.2771061658859253,0.35102319717407227,0.07659176
4,"Infocus: Deploying Network Access Quarantine Control, Part 2","This article discusses Network Access Quarantine Control in Windows Server 2003, which allows administrators to quarantine mobile users and verify their security posture before giving them full access to the network. Part 2 of 2.",4,0.65396494,6.625,8,60,5.571428571,35,229,0,1,0,0,0,0.87,0.13,0.5859,7,"['quarantine', 'access', 'network', 'control', 'part']",0.22797133028507233,0.22965079545974731,0.3612446188926697,0.18113325536251068
3,Scaffold collapse survivors improving,"One of the men who survived Friday #39;s fatal scaffold collapse is in guarded condition at Detroit Receiving Hospital and the two other survivors were released on Sunday, a hospital spokeswoman said.",6,0.69901156,8.5,4,37,5.28125,32,200,0.4,0.25,0.35,-0.1027,0.176,0.737,0.087,-0.5267,1,"['survivors', 'collapse', 'hospital', 'guarded', 'fatal']",0.11508923768997192,0.3327949643135071,0.4718411862850189,0.080274582
